"Source","Target","Flow"
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Festa del Perdono",24
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Fiamma",6
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Friuli",6
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Garibaldi - Sturzo",15
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Gioia - Cassina De' Pomm",1
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Gorini - Strambio",6
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Gorizia 1",1
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Govone - Borgese",1
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Indipendenza-Castel Morrone",9
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Italia - San Martino",3
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","IV Novembre",3
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Lagosta",2
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Lanza",3
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Lazio - Vasari - Morosini",2
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Lodi - Papi",4
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Loreto 1",1
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Mac Mahon - Caracciolo",1
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Maciachini - Marche",9
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Majno - Baretti",31
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Manin - Bastioni",8
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Manzoni",19
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Mascagni",3
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Meda",50
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Medaglie D'Oro 1",6
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Medaglie D'Oro 2",6
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Melchiorre Gioia - Galvani",2
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Melzi d Eril - Cagnola",1
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Mentana",31
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Missori",9
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Modena - Castel Morrone",4
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Molino delle Armi",4
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Montenero - Spartaco",7
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Morgagni Redi",11
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Moscova",13
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Muratori - Umbria",16
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Napo Torriani",5
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Napoli - Washington",1
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Naviglio G.Valenza",1
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Naviglio Pavese - Torricelli",1
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Novelli - Carnaghi",16
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","P.zza Luigi di Savoia",12
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Pagano - Guido D'Arezzo",3
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Palazzo Marino",72
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Palestro 1",5
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Palestro 2",3
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Patellani",4
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Piazzale Lodi",7
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Piola",3
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Pola RL",1
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Porta Genova",2
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Porta Nuova",9
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Porta Venezia",42
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Porta Venezia 2",18
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Porta Volta civ. 5",1
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Procaccini - Gramsci",3
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Rastrelli - Larga - RIMOSSA PROVVISORIAMENTE",3
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Regina Margherita",12
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Reni - Guardi",8
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Repubblica",5
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Resistenza Partigiana",4
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Restelli - Galvani RL 1",1
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Richini",4
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Ripamonti Bellezza",1
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Risorgimento",14
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Romagna - Pascoli",2
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Roncaglia - Washington",1
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Rosario",2
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Rotonda della Besana",2
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","S. F. Romana",66
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","S. Nazaro in Brolo",2
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","S. Stefano",13
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","S.Gioachimo",3
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","S.M. del Carso",10
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","San Babila",42
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","San Barnaba H Mangiagalli",3
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","San Giorgio",7
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","San Giovanni sul Muro",15
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","San Gottardo - Gentilino",5
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","San Marco",1
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","San Pietro all'Orto",8
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","San Pietro in Gessate",45
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","San Vito",7
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Sant'Agostino",5
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Sant'Ambrogio",2
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Sant'Angelo - P.ta Nuova",9
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Sant'Eustorgio- P.ta Ticinese",1
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Santa Maria Beltrade",6
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Santa Sofia",15
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Santissima Trinità",3
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Sarpi Albertini",1
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Sarpi Niccolini",4
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Segantini - Darwin",1
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Sempione - Melzi d Eril",21
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Sempione - RAI",5
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Senato",8
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Susa - Sidoli",36
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Teodosio - Pacini",3
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Tiraboschi - Muratori",2
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Torino - Carrobbio",5
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Toscana- Leoni",1
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Treves",8
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Tunisia - Cozzi",10
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Tunisia Lecco Bellintani",5
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Università Cattolica",2
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","V Alpini",1
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Valtellina - Farini",1
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Velasca",5
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Verrocchio - Juvara",6
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Vesuvio - Lipari",2
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","VI Febbraio",2
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","VIII novembre",6
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Vittor Pisani",1
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","XXII Marzo",1
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","XXIV Maggio",4
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","XXV Aprile",11
"Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Zara M3",2
"Duomo","Accursio - Portello",17
"Duomo","Alserio - Cola Montano",3
"Duomo","Amendola M1",21
"Duomo","Aquileia",10
"Duomo","Arcivescovado",13
"Duomo","Arco della Pace 1 - Bertani",72
"Duomo","Arco della Pace 2 - Pagano",61
"Duomo","Arcole - Argelati",4
"Duomo","Ascanio Sforza - Pavia",24
"Duomo","Aspromonte - Pecchio",11
"Duomo","Augusto",23
"Duomo","B.Marcello - Boscovich",9
"Duomo","Bacone - Monteverdi",20
"Duomo","Baldinucci - Maffucci",2
"Duomo","Balilla - Tibaldi",26
"Duomo","Bassini - Grossich",4
"Duomo","Bastioni di Porta Venezia",4
"Duomo","Bausan - Brofferio",7
"Duomo","Beatrice d'Este - Cassolo",36
"Duomo","Beccaria",11
"Duomo","Benaco - Brembo",17
"Duomo","Bergognone - Tortona",8
"Duomo","Bernini",15
"Duomo","Bertarelli",74
"Duomo","Bicocca M5 - Pulci",1
"Duomo","Bocconi 2 - Bach",6
"Duomo","Bocconi 3 - I. Aragona",26
"Duomo","Bonomelli",5
"Duomo","Borgogna",26
"Duomo","Borsieri - Confalonieri",17
"Duomo","Bovisa - Lambruschini",1
"Duomo","Brenta MM",18
"Duomo","Brera",43
"Duomo","Brescia",6
"Duomo","Brianza - Venini",3
"Duomo","Bronzetti - Archimede",25
"Duomo","Buenos Aires - Argentina",20
"Duomo","Buenos Aires - Lima",22
"Duomo","Buonarroti",19
"Duomo","Ca' Granda - F. Testi",2
"Duomo","Cadore - Pinaroli",58
"Duomo","Cadorna 1",85
"Duomo","Cadorna 2",30
"Duomo","Cadorna 3",323
"Duomo","Caiazzo",7
"Duomo","Cairoli",104
"Duomo","Caldara / Curtatone",43
"Duomo","Caneva - Tolentino",20
"Duomo","Canova - Sangiorgio",15
"Duomo","Cantore",27
"Duomo","Cantù",7
"Duomo","Cardinal Ferrari",19
"Duomo","Carlo Magno - Alcuino",19
"Duomo","Castel Morrone - M. A. Di Savoia",23
"Duomo","Castelli - Ailanti",2
"Duomo","Castello Acquario civico",13
"Duomo","Cavour",59
"Duomo","Centrale 1",24
"Duomo","Centrale 2",27
"Duomo","Chiesa - E. Filiberto",22
"Duomo","Cinque Giornate",40
"Duomo","Cirene - Friuli",14
"Duomo","Col di Lana - Col Moschin",74
"Duomo","Conciliazione",17
"Duomo","Coni Zugna Solari",36
"Duomo","Cordusio",10
"Duomo","Crema - Giulio Romano",5
"Duomo","Crocetta",45
"Duomo","Cusani",25
"Duomo","D'Ancona",40
"Duomo","Dante - San Tomaso",44
"Duomo","Dateo",8
"Duomo","De Angeli - R. Sanzio",17
"Duomo","De Angeli - Ripamonti",6
"Duomo","De Marchi - Bottelli",1
"Duomo","De Marchi - Lucini",4
"Duomo","Dell'Umanitaria",23
"Duomo","Diaz",9
"Duomo","Domodossola FNM - Filelfo",14
"Duomo","Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE",48
"Duomo","Duomo",93
"Duomo","Durante - D'aviano",7
"Duomo","Edison",8
"Duomo","Elba - Cimarosa",11
"Duomo","Emilia - Piceno",40
"Duomo","Erculea",52
"Duomo","F.Filzi",7
"Duomo","Farini - Quadrio",10
"Duomo","Fatebenefratelli",20
"Duomo","Festa del Perdono",31
"Duomo","Fiamma",15
"Duomo","Foppa - Caravaggio",29
"Duomo","Friuli",44
"Duomo","Gadio - Paleocapa",4
"Duomo","Galvani - Restelli - RL",4
"Duomo","Garibaldi - Sturzo",49
"Duomo","Garibaldi Pepe",7
"Duomo","Gioia - Carissimi",16
"Duomo","Gioia - Cassina De' Pomm",22
"Duomo","Gioia - Pirelli",12
"Duomo","Gioia - Sassetti",1
"Duomo","Giovanni XXIII",36
"Duomo","Gorini - Strambio",13
"Duomo","Gorizia 1",45
"Duomo","Gorizia 2",17
"Duomo","Govone - Borgese",22
"Duomo","Imbonati - Dergano M3",1
"Duomo","Indipendenza-Castel Morrone",22
"Duomo","Italia - San Martino",86
"Duomo","IV Novembre",4
"Duomo","Lagosta",30
"Duomo","Lancetti Passante - Maloja",3
"Duomo","Lanza",38
"Duomo","Lazio - Vasari - Morosini",2
"Duomo","Legnano Arena civica",37
"Duomo","Livigno - Monte San Genesio",5
"Duomo","Lodi - Papi",8
"Duomo","Lombardia - Vallazze",4
"Duomo","Loreto 1",12
"Duomo","Lotto",5
"Duomo","M. Gioia - ""Regione""",16
"Duomo","Mac Mahon - Artieri",1
"Duomo","Mac Mahon - Caracciolo",12
"Duomo","Maciachini - Marche",3
"Duomo","Majno - Baretti",49
"Duomo","Manin - Bastioni",15
"Duomo","Manzoni",7
"Duomo","Marussig - Castelvetro",14
"Duomo","Mascagni",47
"Duomo","Meda",35
"Duomo","Medaglie D'Oro 1",7
"Duomo","Medaglie D'Oro 2",38
"Duomo","Melchiorre Gioia - Galvani",3
"Duomo","Melzi d Eril - Cagnola",49
"Duomo","Mentana",23
"Duomo","Milizie - Tortona",4
"Duomo","Missori",13
"Duomo","Modena - Castel Morrone",30
"Duomo","Molino delle Armi",35
"Duomo","Montenero - Spartaco",41
"Duomo","Morgagni Redi",19
"Duomo","Morozzo della Rocca",34
"Duomo","Moscova",90
"Duomo","Murat - Villani - Milano Sport",1
"Duomo","Muratori - Umbria",23
"Duomo","Napo Torriani",7
"Duomo","Napoli - Washington",21
"Duomo","Naviglio G.Valenza",8
"Duomo","Naviglio Pavese - Torricelli",21
"Duomo","Novelli - Carnaghi",10
"Duomo","Ospedale Maggiore",3
"Duomo","P.zza Luigi di Savoia",2
"Duomo","Pagano - Guido D'Arezzo",17
"Duomo","Palazzo Marino",9
"Duomo","Palestro 1",17
"Duomo","Palestro 2",1
"Duomo","Patellani",16
"Duomo","Piazza Carbonari",3
"Duomo","Piazza Nizza",1
"Duomo","Piazzale Lodi",17
"Duomo","Piazzi - Bernina",3
"Duomo","Piola",12
"Duomo","Pola RL",3
"Duomo","Porta Genova",73
"Duomo","Porta Nuova",12
"Duomo","Porta Venezia",43
"Duomo","Porta Venezia 2",24
"Duomo","Porta Volta civ. 5",42
"Duomo","Procaccini - Gramsci",100
"Duomo","Procaccini . Cimitero Monumentale",13
"Duomo","QT8 - Isernia",3
"Duomo","Rastrelli - Larga - RIMOSSA PROVVISORIAMENTE",21
"Duomo","Regina Margherita",11
"Duomo","Reni - Guardi",13
"Duomo","Repubblica",6
"Duomo","Resistenza Partigiana",68
"Duomo","Restelli - Galvani RL 1",3
"Duomo","Richini",29
"Duomo","Ripamonti Bellezza",25
"Duomo","Risorgimento",56
"Duomo","Romagna - Pascoli",6
"Duomo","Romolo M2",28
"Duomo","Roncaglia - Washington",7
"Duomo","Rosario",21
"Duomo","Rotonda della Besana",14
"Duomo","S. F. Romana",31
"Duomo","S. Nazaro in Brolo",12
"Duomo","S. Stefano",7
"Duomo","S.Gioachimo",14
"Duomo","S.M. del Carso",18
"Duomo","San Babila",115
"Duomo","San Barnaba H Mangiagalli",56
"Duomo","San Giorgio",48
"Duomo","San Giovanni sul Muro",21
"Duomo","San Gottardo - Gentilino",41
"Duomo","San Lorenzo - ""Colonne""",35
"Duomo","San Marco",29
"Duomo","San Pietro all'Orto",27
"Duomo","San Pietro in Gessate",105
"Duomo","San Vito",30
"Duomo","Sant'Agostino",45
"Duomo","Sant'Ambrogio",47
"Duomo","Sant'Angelo - P.ta Nuova",33
"Duomo","Sant'Eustorgio- P.ta Ticinese",65
"Duomo","Santa Maria Beltrade",8
"Duomo","Santa Maria delle Grazie",15
"Duomo","Santa Sofia",31
"Duomo","Santissima Trinità",51
"Duomo","Sarpi Albertini",33
"Duomo","Sarpi Niccolini",34
"Duomo","Savona - Tolstoj",5
"Duomo","Segantini - Darwin",3
"Duomo","Sempione - Melzi d Eril",77
"Duomo","Sempione - RAI",49
"Duomo","Senato",8
"Duomo","Settembrini - Vitruvio",5
"Duomo","Spadolini - Centro Leoni",21
"Duomo","Sraffa",18
"Duomo","Stefini - Ressi",2
"Duomo","Stelvio - Farini",5
"Duomo","Stuparich - Albani",8
"Duomo","Susa - Sidoli",35
"Duomo","Taramelli RL",3
"Duomo","Teodorico - Gattamelata",5
"Duomo","Teodosio - Pacini",10
"Duomo","Tiraboschi - Muratori",2
"Duomo","Tommaseo",5
"Duomo","Torino - Carrobbio",52
"Duomo","Toscana- Leoni",3
"Duomo","Treves",29
"Duomo","Triennale",11
"Duomo","Tunisia - Cozzi",10
"Duomo","Tunisia Lecco Bellintani",10
"Duomo","Università Bocconi",20
"Duomo","Università Cattolica",35
"Duomo","V Alpini",29
"Duomo","Valtellina - Aprica",5
"Duomo","Valtellina - Farini",6
"Duomo","Velasca",13
"Duomo","Vercelli - Cherubini",10
"Duomo","Vercelli - Piemonte",26
"Duomo","Verrocchio - Juvara",14
"Duomo","Vesuvio - Lipari",11
"Duomo","VI Febbraio",6
"Duomo","Vigliani - Scarampo",7
"Duomo","VIII novembre",14
"Duomo","Vittor Pisani",24
"Duomo","XXII Marzo",22
"Duomo","XXIV Maggio",52
"Duomo","XXV Aprile",116
"Duomo","Zavattari - Tempesta",4
"Durante - D'aviano","Accursio - Portello",1
"Durante - D'aviano","Aquileia",1
"Durante - D'aviano","Arcivescovado",8
"Durante - D'aviano","Aspromonte - Pecchio",7
"Durante - D'aviano","Augusto",3
"Durante - D'aviano","B.Marcello - Boscovich",3
"Durante - D'aviano","Bacone - Monteverdi",15
"Durante - D'aviano","Bassini - Grossich",18
"Durante - D'aviano","Beccaria",1
"Durante - D'aviano","Bernini",9
"Durante - D'aviano","Bonomelli",3
"Durante - D'aviano","Borgogna",2
"Durante - D'aviano","Borsieri - Confalonieri",7
"Durante - D'aviano","Brenta MM",1
"Durante - D'aviano","Brera",1
"Durante - D'aviano","Brianza - Venini",3
"Durante - D'aviano","Bronzetti - Archimede",3
"Durante - D'aviano","Buenos Aires - Argentina",44
"Durante - D'aviano","Buenos Aires - Lima",25
"Durante - D'aviano","Ca' Granda - F. Testi",3
"Durante - D'aviano","Cadore - Pinaroli",1
"Durante - D'aviano","Cadorna 1",1
"Durante - D'aviano","Caiazzo",22
"Durante - D'aviano","Cairoli",4
"Durante - D'aviano","Cantù",7
"Durante - D'aviano","Centrale 1",8
"Durante - D'aviano","Centrale 2",8
"Durante - D'aviano","Conciliazione",1
"Durante - D'aviano","Coni Zugna Solari",1
"Durante - D'aviano","Crocetta",1
"Durante - D'aviano","D'Ancona",1
"Durante - D'aviano","Dateo",4
"Durante - D'aviano","De Marchi - Bottelli",1
"Durante - D'aviano","De Marchi - Lucini",1
"Durante - D'aviano","Duomo",8
"Durante - D'aviano","Durante - D'aviano",17
"Durante - D'aviano","Edison",3
"Durante - D'aviano","F.Filzi",1
"Durante - D'aviano","Farini - Quadrio",3
"Durante - D'aviano","Fiamma",1
"Durante - D'aviano","Garibaldi - Sturzo",7
"Durante - D'aviano","Garibaldi Pepe",2
"Durante - D'aviano","Gioia - Carissimi",1
"Durante - D'aviano","Gorini - Strambio",22
"Durante - D'aviano","Gorizia 1",1
"Durante - D'aviano","Indipendenza-Castel Morrone",2
"Durante - D'aviano","Istria M5 - F. Testi",2
"Durante - D'aviano","IV Novembre",2
"Durante - D'aviano","Lagosta",1
"Durante - D'aviano","Lanza",1
"Durante - D'aviano","Lazio - Vasari - Morosini",1
"Durante - D'aviano","Lombardia - Vallazze",7
"Durante - D'aviano","Loreto 1",33
"Durante - D'aviano","Maciachini - Marche",24
"Durante - D'aviano","Majno - Baretti",4
"Durante - D'aviano","Manin - Bastioni",7
"Durante - D'aviano","Manzoni",1
"Durante - D'aviano","Mascagni",2
"Durante - D'aviano","Meda",10
"Durante - D'aviano","Melchiorre Gioia - Galvani",2
"Durante - D'aviano","Milizie - Tortona",1
"Durante - D'aviano","Modena - Castel Morrone",2
"Durante - D'aviano","Morgagni Redi",5
"Durante - D'aviano","Moscova",2
"Durante - D'aviano","Murat - Villani - Milano Sport",4
"Durante - D'aviano","Muratori - Umbria",14
"Durante - D'aviano","Napo Torriani",4
"Durante - D'aviano","Napoli - Washington",10
"Durante - D'aviano","Naviglio Pavese - Torricelli",1
"Durante - D'aviano","Novelli - Carnaghi",1
"Durante - D'aviano","P.zza Luigi di Savoia",133
"Durante - D'aviano","Palazzo Marino",7
"Durante - D'aviano","Palestro 1",4
"Durante - D'aviano","Palestro 2",1
"Durante - D'aviano","Piazzale Lodi",1
"Durante - D'aviano","Piola",13
"Durante - D'aviano","Porta Genova",1
"Durante - D'aviano","Porta Nuova",8
"Durante - D'aviano","Porta Venezia",1
"Durante - D'aviano","Porta Venezia 2",12
"Durante - D'aviano","Regina Margherita",2
"Durante - D'aviano","Reni - Guardi",2
"Durante - D'aviano","Repubblica",2
"Durante - D'aviano","Richini",1
"Durante - D'aviano","Risorgimento",2
"Durante - D'aviano","Romagna - Pascoli",3
"Durante - D'aviano","Rotonda della Besana",3
"Durante - D'aviano","S. F. Romana",34
"Durante - D'aviano","San Babila",13
"Durante - D'aviano","San Barnaba H Mangiagalli",1
"Durante - D'aviano","San Giorgio",3
"Durante - D'aviano","San Marco",2
"Durante - D'aviano","San Pietro in Gessate",1
"Durante - D'aviano","Sant'Ambrogio",1
"Durante - D'aviano","Sant'Angelo - P.ta Nuova",1
"Durante - D'aviano","Santa Maria Beltrade",8
"Durante - D'aviano","Santa Sofia",8
"Durante - D'aviano","Sempione - Melzi d Eril",1
"Durante - D'aviano","Sempione - RAI",1
"Durante - D'aviano","Settembrini - Vitruvio",2
"Durante - D'aviano","Sraffa",5
"Durante - D'aviano","Stefini - Ressi",1
"Durante - D'aviano","Susa - Sidoli",5
"Durante - D'aviano","Temolo - Innovazione",3
"Durante - D'aviano","Teodosio - Pacini",18
"Durante - D'aviano","Torino - Carrobbio",2
"Durante - D'aviano","Treves",1
"Durante - D'aviano","Tunisia - Cozzi",6
"Durante - D'aviano","Tunisia Lecco Bellintani",3
"Durante - D'aviano","Università Cattolica",4
"Durante - D'aviano","Velasca",1
"Durante - D'aviano","Verrocchio - Juvara",23
"Durante - D'aviano","VIII novembre",23
"Durante - D'aviano","Vittor Pisani",6
"Durante - D'aviano","XXII Marzo",1
"Durante - D'aviano","XXV Aprile",3
"Durante - D'aviano","Zara M3",2
"Durante - D'aviano","Zavattari - Tempesta",1
"Edison","Accursio - Portello",19
"Edison","Alserio - Cola Montano",1
"Edison","Amendola M1",4
"Edison","Aquileia",3
"Edison","Arcivescovado",17
"Edison","Arco della Pace 1 - Bertani",13
"Edison","Arco della Pace 2 - Pagano",3
"Edison","Arcole - Argelati",4
"Edison","Augusto",10
"Edison","Bacone - Monteverdi",1
"Edison","Balilla - Tibaldi",8
"Edison","Bassini - Grossich",1
"Edison","Beatrice d'Este - Cassolo",2
"Edison","Beccaria",27
"Edison","Bergognone - Tortona",1
"Edison","Bernini",1
"Edison","Bertarelli",12
"Edison","Bocconi 2 - Bach",1
"Edison","Bocconi 3 - I. Aragona",20
"Edison","Borgogna",6
"Edison","Borsieri - Confalonieri",2
"Edison","Brera",10
"Edison","Brescia",3
"Edison","Buenos Aires - Argentina",4
"Edison","Buenos Aires - Lima",5
"Edison","Buonarroti",3
"Edison","Cadore - Pinaroli",24
"Edison","Cadorna 1",18
"Edison","Cadorna 2",2
"Edison","Cadorna 3",64
"Edison","Cairoli",7
"Edison","Caneva - Tolentino",1
"Edison","Canova - Sangiorgio",8
"Edison","Cantore",6
"Edison","Cantù",11
"Edison","Cardinal Ferrari",2
"Edison","Carlo Magno - Alcuino",1
"Edison","Castello Acquario civico",2
"Edison","Cavour",9
"Edison","Centrale 1",13
"Edison","Centrale 2",5
"Edison","Chiesa - E. Filiberto",7
"Edison","Cinque Giornate",14
"Edison","Col di Lana - Col Moschin",16
"Edison","Conciliazione",7
"Edison","Coni Zugna Solari",31
"Edison","Cordusio",13
"Edison","Crema - Giulio Romano",6
"Edison","Crocetta",4
"Edison","Cusani",19
"Edison","D'Ancona",6
"Edison","Dante - San Tomaso",4
"Edison","De Angeli - R. Sanzio",3
"Edison","De Angeli - Ripamonti",2
"Edison","Dell'Umanitaria",1
"Edison","Dergano",1
"Edison","Diaz",25
"Edison","Domodossola FNM - Filelfo",14
"Edison","Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE",8
"Edison","Duomo",9
"Edison","Durante - D'aviano",10
"Edison","Edison",22
"Edison","Elba - Cimarosa",5
"Edison","Emilia - Piceno",3
"Edison","Erculea",8
"Edison","Fatebenefratelli",7
"Edison","Festa del Perdono",5
"Edison","Fiamma",6
"Edison","Foppa - Caravaggio",4
"Edison","Garibaldi - Sturzo",15
"Edison","Gioia - Carissimi",3
"Edison","Gioia - Pirelli",3
"Edison","Giovanni XXIII",4
"Edison","Gorini - Strambio",15
"Edison","Gorizia 1",4
"Edison","Govone - Borgese",16
"Edison","Indipendenza-Castel Morrone",3
"Edison","Italia - San Martino",9
"Edison","IV Novembre",3
"Edison","Lagosta",1
"Edison","Lancetti Passante - Maloja",1
"Edison","Lanza",3
"Edison","Lazio - Vasari - Morosini",2
